ID,tmnode1,App ID,device ID,Counter,Hex payload,Battery,light level,event,Temperature,Time,Frequency,protocol,timestamp,time
(1, 'home-node2', 'F800000000000000',3,25062, 0x0d7000270973,3440,39, 'motion',24.19, '2020-07-26T15:08:11.60219019Z',867.9, 'LORA',1977548500,2020-07-26T15:08:11.59368Z\
(2, 'home-node2', 'F800000000000000',2,25063, 0x0d7000290973,3440,41, 'interval',24.19, '2020-07-26T15:09:04.75448043Z',867.5, 'LORA',2030669772,2020-07-26T15:09:04.721585Z\
(3, 'home-node2', 'F800000000000000',3,25064, 0x0d70002f0973,3440,47, 'motion',24.19, '2020-07-26T15:10:00.48652785Z',867.1, 'LORA',2085721851,2020-07-26T15:09:59.766963Z\
(4, 'home-node2', 'F800000000000000',3,25065, 0x0d7000210979,3440,33, 'motion',24.25, '2020-07-26T15:10:12.272896208Z',867.7, 'LORA',2098219284,2020-07-26T15:10:12.26556Z\
(5, 'home-node2', 'F800000000000000',2,25066, 0x0d6a002b0979,3434,43, 'interval',24.25, '2020-07-26T15:10:14.732670854Z',868.1, 'LORA',2100669275,2020-07-26T15:10:14.723891Z\
(6, 'home-node2', 'F800000000000000',3,25067, 0x0d6a00260973,3434,38, 'motion',24.19, '2020-07-26T15:10:17.217544928Z',868.5, 'LORA',2103154076,2020-07-26T15:10:17.204851Z\
(7, 'home-node2', 'F800000000000000',2,25068, 0x0d70002e0979,3440,46, 'interval',24.25, '2020-07-26T15:11:23.202442894Z',867.1, 'LORA',2169144723,2020-07-26T15:11:23.194998Z\
(8, 'home-node2', 'F800000000000000',2,25069, 0x0d7000290979,3440,41, 'interval',24.25, '2020-07-26T15:12:32.458769313Z',867.1, 'LORA',2238382675,2020-07-26T15:12:32.436577Z\
(9, 'home-node2', 'F800000000000000',2,25070, 0x0d70002b0979,3440,43, 'interval',24.25, '2020-07-26T15:13:41.675613087Z',867.7, 'LORA',2307621676,2020-07-26T15:13:41.668738Z\
(10, 'home-node2', 'F800000000000000',2,25071, 0x0d70002a0979,3440,42, 'interval',24.25, '2020-07-26T15:14:50.923111095Z',868.5, 'LORA',2376860307,2020-07-26T15:14:50.909577Z\
(11, 'home-node2', 'F800000000000000',2,25072, 0x0d7000270979,3440,39, 'interval',24.25, '2020-07-26T15:16:00.154161085Z',867.5, 'LORA',2446099788,2020-07-26T15:16:00.146469Z\
(12, 'home-node2', 'F800000000000000',2,25073, 0x0d7000240979,3440,36, 'interval',24.25, '2020-07-26T15:17:09.426926922Z',867.1, 'LORA',2515339027,2020-07-26T15:17:09.391252Z\
(13, 'home-node2', 'F800000000000000',2,25074, 0x0d7000230979,3440,35, 'interval',24.25, '2020-07-26T15:18:18.648217001Z',868.1, 'LORA',2584577619,2020-07-26T15:18:18.631712Z\
(14, 'home-node2', 'F800000000000000',2,25075, 0x0d700023097f,3440,35, 'interval',24.31, '2020-07-26T15:19:28.027295157Z',868.1, 'LORA',2653815403,2020-07-26T15:19:27.864967Z\
(15, 'home-node2', 'F800000000000000',2,25076, 0x0d7000240979,3440,36, 'interval',24.25, '2020-07-26T15:20:37.110534582Z',868.1, 'LORA',2723053915,2020-07-26T15:20:37.098724Z\
(16, 'home-node2', 'F800000000000000',2,25077, 0x0d700024097f,3440,36, 'interval',24.31, '2020-07-26T15:21:46.347553779Z',867.3, 'LORA',2792291051,2020-07-26T15:21:46.338803Z\
(17, 'home-node2', 'F800000000000000',2,25078, 0x0d700025097f,3440,37, 'interval',24.31, '2020-07-26T15:22:55.587316534Z',867.1, 'LORA',2861529147,2020-07-26T15:22:55.580265Z\
(18, 'home-node2', 'F800000000000000',2,25079, 0x0d700027097f,3440,39, 'interval',24.31, '2020-07-26T15:24:05.030864048Z',868.1, 'LORA',2930769091,2020-07-26T15:24:04.817465Z\
(19, 'home-node2', 'F800000000000000',2,25080, 0x0d700027097f,3440,39, 'interval',24.31, '2020-07-26T15:25:14.063645605Z',868.3, 'LORA',3000008603,2020-07-26T15:25:14.054399Z\
(20, 'home-node2', 'F800000000000000',2,25081, 0x0d70002a097f,3440,42, 'interval',24.31, '2020-07-26T15:26:23.299076588Z',868.1, 'LORA',3069247323,2020-07-26T15:26:23.292173Z\
(21, 'home-node2', 'F800000000000000',2,25082, 0x0d70002b097f,3440,43, 'interval',24.31, '2020-07-26T15:27:32.614001759Z',867.9, 'LORA',3138486132,2020-07-26T15:27:32.53578Z\
(22, 'home-node2', 'F800000000000000',2,25083, 0x0d70002c097f,3440,44, 'interval',24.31, '2020-07-26T15:28:41.777416462Z',867.1, 'LORA',3207725003,2020-07-26T15:28:41.770058Z\
(23, 'home-node2', 'F800000000000000',2,25084, 0x0d70002e097f,3440,46, 'interval',24.31, '2020-07-26T15:29:51.016608449Z',867.5, 'LORA',3276961700,2020-07-26T15:29:51.008828Z\
(24, 'home-node2', 'F800000000000000',2,25085, 0x0d7000350979,3440,53, 'interval',24.25, '2020-07-26T15:31:00.274981457Z',867.7, 'LORA',3346199652,2020-07-26T15:31:00.251555Z\
(25, 'home-node2', 'F800000000000000',2,25086, 0x0d700039097f,3440,57, 'interval',24.31, '2020-07-26T15:32:09.500952129Z',867.7, 'LORA',3415439028,2020-07-26T15:32:09.491577Z\
(26, 'home-node2', 'F800000000000000',2,25087, 0x0d700039097f,3440,57, 'interval',24.31, '2020-07-26T15:33:18.739626715Z',867.7, 'LORA',3484678236,2020-07-26T15:33:18.730394Z\
(27, 'home-node2', 'F800000000000000',2,25088, 0x0d700037097f,3440,55, 'interval',24.31, '2020-07-26T15:34:27.974615197Z',867.7, 'LORA',3553917100,2020-07-26T15:34:27.966776Z\
(28, 'home-node2', 'F800000000000000',2,25089, 0x0d700037097f,3440,55, 'interval',24.31, '2020-07-26T15:35:37.211001081Z',867.9, 'LORA',3623154972,2020-07-26T15:35:37.203616Z\
(29, 'home-node2', 'F800000000000000',2,25090, 0x0d7000340979,3440,52, 'interval',24.25, '2020-07-26T15:36:46.75731051Z',868.1, 'LORA',3692393643,2020-07-26T15:36:46.445822Z\
(30, 'home-node2', 'F800000000000000',2,25091, 0x0d7000360979,3440,54, 'interval',24.25, '2020-07-26T15:37:55.687457153Z',867.7, 'LORA',3761631716,2020-07-26T15:37:55.678925Z\
(31, 'home-node2', 'F800000000000000',2,25092, 0x0d700037097f,3440,55, 'interval',24.31, '2020-07-26T15:39:04.92759594Z',867.7, 'LORA',3830870932,2020-07-26T15:39:04.920408Z\
(32, 'home-node2', 'F800000000000000',2,25093, 0x0d7000350979,3440,53, 'interval',24.25, '2020-07-26T15:40:14.173741111Z',868.3, 'LORA',3900110195,2020-07-26T15:40:14.161671Z\
(33, 'home-node2', 'F800000000000000',2,25094, 0x0d700033097f,3440,51, 'interval',24.31, '2020-07-26T15:41:23.411305738Z',868.5, 'LORA',3969348027,2020-07-26T15:41:23.39917Z\
(34, 'home-node2', 'F800000000000000',2,25095, 0x0d700032097f,3440,50, 'interval',24.31, '2020-07-26T15:42:32.640623356Z',868.5, 'LORA',4038585475,2020-07-26T15:42:32.633028Z\
(35, 'home-node2', 'F800000000000000',2,25096, 0x0d7000340979,3440,52, 'interval',24.25, '2020-07-26T15:43:41.891206297Z',867.9, 'LORA',4107825172,2020-07-26T15:43:41.877751Z\
(36, 'home-node2', 'F800000000000000',2,25097, 0x0d7000340979,3440,52, 'interval',24.25, '2020-07-26T15:44:51.122422017Z',867.9, 'LORA',4177062628,2020-07-26T15:44:51.111571Z\
(37, 'home-node2', 'F800000000000000',2,25098, 0x0d70003c097f,3440,60, 'interval',24.31, '2020-07-26T15:46:00.358325542Z',867.5, 'LORA',4246298692,2020-07-26T15:46:00.348639Z\
(38, 'home-node2', 'F800000000000000',2,25099, 0x0d70003b0979,3440,59, 'interval',24.25, '2020-07-26T15:47:09.589656262Z',867.1, 'LORA',20567283,2020-07-26T15:47:09.58165Z\
(39, 'home-node2', 'F800000000000000',2,25100, 0x0d70003b0979,3440,59, 'interval',24.25, '2020-07-26T15:48:18.843615107Z',867.9, 'LORA',89802444,2020-07-26T15:48:18.819336Z\
(40, 'home-node2', 'F800000000000000',2,25101, 0x0d70003a0979,3440,58, 'interval',24.25, '2020-07-26T15:49:28.101075756Z',867.5, 'LORA',159039604,2020-07-26T15:49:28.052473Z\
(41, 'home-node2', 'F800000000000000',2,25102, 0x0d70003c0979,3440,60, 'interval',24.25, '2020-07-26T15:50:37.307104848Z',868.1, 'LORA',228275139,2020-07-26T15:50:37.293941Z\
(42, 'home-node2', 'F800000000000000',2,25103, 0x0d70003e0979,3440,62, 'interval',24.25, '2020-07-26T15:51:46.538980269Z',867.5, 'LORA',297512492,2020-07-26T15:51:46.527269Z\
(43, 'home-node2', 'F800000000000000',2,25104, 0x0d70003c0979,3440,60, 'interval',24.25, '2020-07-26T15:52:55.772069191Z',867.3, 'LORA',366746987,2020-07-26T15:52:55.76004Z\
(44, 'home-node2', 'F800000000000000',2,25105, 0x0d70003a0973,3440,58, 'interval',24.19, '2020-07-26T15:54:05.010239118Z',867.3, 'LORA',435982723,2020-07-26T15:54:04.99989Z\
(45, 'home-node2', 'F800000000000000',2,25106, 0x0d7000390979,3440,57, 'interval',24.25, '2020-07-26T15:55:25.656570937Z',867.5, 'LORA',505218868,2020-07-26T15:55:14.2396Z\
(46, 'home-node2', 'F800000000000000',2,25107, 0x0d7000310979,3440,49, 'interval',24.25, '2020-07-26T15:56:23.486314273Z',868.5, 'LORA',574456843,2020-07-26T15:56:23.476952Z\
(47, 'home-node2', 'F800000000000000',2,25108, 0x0d70002e0979,3440,46, 'interval',24.25, '2020-07-26T15:57:32.739211647Z',867.1, 'LORA',643693195,2020-07-26T15:57:32.711394Z\
(48, 'home-node2', 'F800000000000000',2,25109, 0x0d70002b0979,3440,43, 'interval',24.25, '2020-07-26T15:58:41.961392179Z',868.3, 'LORA',712930003,2020-07-26T15:58:41.951147Z\
(49, 'home-node2', 'F800000000000000',2,25110, 0x0d7000280979,3440,40, 'interval',24.25, '2020-07-26T15:59:51.195688125Z',867.1, 'LORA',782167403,2020-07-26T15:59:51.187762Z\
(50, 'home-node2', 'F800000000000000',2,25111, 0x0d70002b097f,3440,43, 'interval',24.31, '2020-07-26T16:01:00.56550662Z',867.1, 'LORA',851405019,2020-07-26T16:01:00.423011Z\
(51, 'home-node2', 'F800000000000000',2,25112, 0x0d70002a097f,3440,42, 'interval',24.31, '2020-07-26T16:02:09.673017427Z',868.1, 'LORA',920642995,2020-07-26T16:02:09.664333Z\
(52, 'home-node2', 'F800000000000000',2,25113, 0x0d7000290979,3440,41, 'interval',24.25, '2020-07-26T16:03:18.910555377Z',867.7, 'LORA',989880556,2020-07-26T16:03:18.900234Z\
(53, 'home-node2', 'F800000000000000',2,25114, 0x0d7000260979,3440,38, 'interval',24.25, '2020-07-26T16:04:28.143180321Z',868.3, 'LORA',1059118971,2020-07-26T16:04:28.134008Z\
(54, 'home-node2', 'F800000000000000',2,25115, 0x0d700026097f,3440,38, 'interval',24.31, '2020-07-26T16:05:38.374771463Z',867.5, 'LORA',1128358028,2020-07-26T16:05:37.376273Z\
(55, 'home-node2', 'F800000000000000',2,25116, 0x0d7000250979,3440,37, 'interval',24.25, '2020-07-26T16:06:46.617280719Z',867.5, 'LORA',1197596948,2020-07-26T16:06:46.609942Z\
(56, 'home-node2', 'F800000000000000',2,25117, 0x0d7000250979,3440,37, 'interval',24.25, '2020-07-26T16:07:55.878437695Z',867.7, 'LORA',1266834396,2020-07-26T16:07:55.851188Z\
(57, 'home-node2', 'F800000000000000',2,25118, 0x0d7000260979,3440,38, 'interval',24.25, '2020-07-26T16:09:05.100255027Z',867.7, 'LORA',1336070484,2020-07-26T16:09:05.091512Z\
(58, 'home-node2', 'F800000000000000',2,25119, 0x0d700025097f,3440,37, 'interval',24.31, '2020-07-26T16:10:14.329961268Z',867.5, 'LORA',1405306788,2020-07-26T16:10:14.322987Z\
(59, 'home-node2', 'F800000000000000',2,25120, 0x0d700024097f,3440,36, 'interval',24.31, '2020-07-26T16:11:23.573891425Z',867.1, 'LORA',1474542619,2020-07-26T16:11:23.564224Z\
(60, 'home-node2', 'F800000000000000',2,25121, 0x0d700023097f,3440,35, 'interval',24.31, '2020-07-26T16:12:32.860601729Z',868.3, 'LORA',1543778899,2020-07-26T16:12:32.80038Z\
(61, 'home-node2', 'F800000000000000',2,25122, 0x0d7000230979,3440,35, 'interval',24.25, '2020-07-26T16:13:42.041375916Z',868.1, 'LORA',1613017371,2020-07-26T16:13:42.03324Z\
(62, 'home-node2', 'F800000000000000',2,25123, 0x0d7000220979,3440,34, 'interval',24.25, '2020-07-26T16:14:51.283940157Z',867.3, 'LORA',1682254427,2020-07-26T16:14:51.275908Z\
(63, 'home-node2', 'F800000000000000',2,25124, 0x0d7000210979,3440,33, 'interval',24.25, '2020-07-26T16:16:00.522047429Z',868.3, 'LORA',1751490939,2020-07-26T16:16:00.506029Z\
(64, 'home-node2', 'F800000000000000',2,25125, 0x0d70001f0979,3440,31, 'interval',24.25, '2020-07-26T16:17:09.760942001Z',867.1, 'LORA',1820729627,2020-07-26T16:17:09.745524Z\
(65, 'home-node2', 'F800000000000000',2,25126, 0x0d6a001e0979,3434,30, 'interval',24.25, '2020-07-26T16:18:18.993684367Z',867.1, 'LORA',1889967507,2020-07-26T16:18:18.985716Z\
(66, 'home-node2', 'F800000000000000',2,25127, 0x0d70001d0979,3440,29, 'interval',24.25, '2020-07-26T16:19:28.231302438Z',868.3, 'LORA',1959204155,2020-07-26T16:19:28.223195Z\
(67, 'home-node2', 'F800000000000000',2,25128, 0x0d6a001c0979,3434,28, 'interval',24.25, '2020-07-26T16:20:37.499685243Z',867.9, 'LORA',2028440388,2020-07-26T16:20:37.454807Z\
(68, 'home-node2', 'F800000000000000',2,25129, 0x0d70001c097f,3440,28, 'interval',24.31, '2020-07-26T16:21:46.704480479Z',867.5, 'LORA',2097678804,2020-07-26T16:21:46.694854Z\
(69, 'home-node2', 'F800000000000000',2,25130, 0x0d70001b0979,3440,27, 'interval',24.25, '2020-07-26T16:22:55.936564344Z',867.5, 'LORA',2166916556,2020-07-26T16:22:55.929954Z\
(70, 'home-node2', 'F800000000000000',2,25131, 0x0d70001c0979,3440,28, 'interval',24.25, '2020-07-26T16:24:05.177458218Z',868.3, 'LORA',2236156435,2020-07-26T16:24:05.16975Z\
(71, 'home-node2', 'F800000000000000',2,25132, 0x0d6a001d0979,3434,29, 'interval',24.25, '2020-07-26T16:25:14.437519514Z',868.3, 'LORA',2305395299,2020-07-26T16:25:14.415379Z\
(72, 'home-node2', 'F800000000000000',2,25133, 0x0d70001d097f,3440,29, 'interval',24.31, '2020-07-26T16:26:23.654688963Z',868.3, 'LORA',2374633067,2020-07-26T16:26:23.645808Z\
(73, 'home-node2', 'F800000000000000',2,25134, 0x0d70001c097f,3440,28, 'interval',24.31, '2020-07-26T16:27:32.896323839Z',867.1, 'LORA',2443870483,2020-07-26T16:27:32.8855Z\
(74, 'home-node2', 'F800000000000000',2,25135, 0x0d70001b097f,3440,27, 'interval',24.31, '2020-07-26T16:28:42.207788391Z',867.9, 'LORA',2513109212,2020-07-26T16:28:42.121957Z\
(75, 'home-node2', 'F800000000000000',2,25137, 0x0d70001d097f,3440,29, 'interval',24.31, '2020-07-26T16:31:00.612730656Z',867.5, 'LORA',2651588916,2020-07-26T16:31:00.606136Z\
(76, 'home-node2', 'F800000000000000',2,25138, 0x0d70001d097f,3440,29, 'interval',24.31, '2020-07-26T16:32:09.849684313Z',867.7, 'LORA',2720826740,2020-07-26T16:32:09.840383Z\
(77, 'home-node2', 'F800000000000000',3,25139, 0x0d70001c097f,3440,28, 'motion',24.31, '2020-07-26T16:32:46.291187631Z',867.3, 'LORA',2757140667,2020-07-26T16:32:46.153551Z\
(78, 'home-node2', 'F800000000000000',2,25140, 0x0d70001f097f,3440,31, 'interval',24.31, '2020-07-26T16:33:19.086119555Z',867.1, 'LORA',2790064843,2020-07-26T16:33:19.078933Z\
(79, 'home-node2', 'F800000000000000',3,25141, 0x0d70001e0986,3440,30, 'motion',24.38, '2020-07-26T16:34:02.345316766Z',868.3, 'LORA',2833314691,2020-07-26T16:34:02.337445Z\
(80, 'home-node2', 'F800000000000000',3,25142, 0x0d70001c0986,3440,28, 'motion',24.38, '2020-07-26T16:34:07.834520178Z',867.5, 'LORA',2838806476,2020-07-26T16:34:07.825904Z\
(81, 'home-node2', 'F800000000000000',2,25143, 0x0d7000200986,3440,32, 'interval',24.38, '2020-07-26T16:34:28.338140712Z',867.3, 'LORA',2859303139,2020-07-26T16:34:28.321773Z\
(82, 'home-node2', 'F800000000000000',2,25144, 0x0d7000210986,3440,33, 'interval',24.38, '2020-07-26T16:35:37.572631351Z',867.7, 'LORA',2928548116,2020-07-26T16:35:37.562485Z\
(83, 'home-node2', 'F800000000000000',2,25145, 0x0d7000210986,3440,33, 'interval',24.38, '2020-07-26T16:36:46.817561601Z',868.5, 'LORA',2997787395,2020-07-26T16:36:46.807949Z\
(84, 'home-node2', 'F800000000000000',2,25146, 0x0d7000210986,3440,33, 'interval',24.38, '2020-07-26T16:37:56.05157574Z',867.5, 'LORA',3067028500,2020-07-26T16:37:56.04413Z\
(85, 'home-node2', 'F800000000000000',2,25147, 0x0d700021098c,3440,33, 'interval',24.44, '2020-07-26T16:39:05.304954699Z',867.5, 'LORA',3136269580,2020-07-26T16:39:05.283127Z\
(86, 'home-node2', 'F800000000000000',2,25148, 0x0d700022098c,3440,34, 'interval',24.44, '2020-07-26T16:40:14.581275482Z',867.9, 'LORA',3205509476,2020-07-26T16:40:14.525611Z\
(87, 'home-node2', 'F800000000000000',2,25149, 0x0d6a0023098c,3434,35, 'interval',24.44, '2020-07-26T16:41:23.900159309Z',867.3, 'LORA',3274749811,2020-07-26T16:41:23.770018Z\
(88, 'home-node2', 'F800000000000000',2,25150, 0x0d700022098c,3440,34, 'interval',24.44, '2020-07-26T16:42:33.017024626Z',867.1, 'LORA',3343990995,2020-07-26T16:42:33.007056Z\
(89, 'home-node2', 'F800000000000000',2,25151, 0x0d6a0021098c,3434,33, 'interval',24.44, '2020-07-26T16:43:42.335975753Z',868.1, 'LORA',3413232699,2020-07-26T16:43:42.250974Z\
(90, 'home-node2', 'F800000000000000',2,25152, 0x0d700020098c,3440,32, 'interval',24.44, '2020-07-26T16:44:51.502550022Z',867.3, 'LORA',3482475115,2020-07-26T16:44:51.491573Z\
(91, 'home-node2', 'F800000000000000',2,25153, 0x0d6a001c098c,3434,28, 'interval',24.44, '2020-07-26T16:46:00.743376767Z',868.1, 'LORA',3551718667,2020-07-26T16:46:00.735123Z\
(92, 'home-node2', 'F800000000000000',2,25154, 0x0d70001b098c,3440,27, 'interval',24.44, '2020-07-26T16:47:09.983968413Z',868.3, 'LORA',3620962947,2020-07-26T16:47:09.976638Z\
(93, 'home-node2', 'F800000000000000',2,25155, 0x0d70001a0992,3440,26, 'interval',24.5, '2020-07-26T16:48:19.230163085Z',867.7, 'LORA',3690206052,2020-07-26T16:48:19.222886Z\
(94, 'home-node2', 'F800000000000000',2,25156, 0x0d7000190992,3440,25, 'interval',24.5, '2020-07-26T16:50:04.519677281Z',867.1, 'LORA',3759451363,2020-07-26T16:49:28.464874Z\
(95, 'home-node2', 'F800000000000000',2,25157, 0x0d7000180998,3440,24, 'interval',24.56, '2020-07-26T16:50:37.723532694Z',868.5, 'LORA',3828696923,2020-07-26T16:50:37.714136Z\
(96, 'home-node2', 'F800000000000000',2,25158, 0x0d7000180998,3440,24, 'interval',24.56, '2020-07-26T16:51:46.966305195Z',868.1, 'LORA',3897941467,2020-07-26T16:51:46.954656Z\
(97, 'home-node2', 'F800000000000000',2,25159, 0x0d7000190998,3440,25, 'interval',24.56, '2020-07-26T16:52:56.219472006Z',868.5, 'LORA',3967187955,2020-07-26T16:52:56.20264Z\
(98, 'home-node2', 'F800000000000000',2,25160, 0x0d700019099f,3440,25, 'interval',24.63, '2020-07-26T16:54:05.457992502Z',868.5, 'LORA',4036433731,2020-07-26T16:54:05.44822Z\
(99, 'home-node2', 'F800000000000000',2,25161, 0x0d700019099f,3440,25, 'interval',24.63, '2020-07-26T16:55:14.718812922Z',867.7, 'LORA',4105680244,2020-07-26T16:55:14.699157Z\
(100, 'home-node2', 'F800000000000000',2,25162, 0x0d70001a0998,3440,26, 'interval',24.56, '2020-07-26T16:56:23.96870613Z',867.3, 'LORA',4174928603,2020-07-26T16:56:23.946172Z\
(101, 'home-node2', 'F800000000000000',2,25163, 0x0d6a001a099f,3434,26, 'interval',24.63, '2020-07-26T16:57:33.200208918Z',868.1, 'LORA',4244174803,2020-07-26T16:57:33.190869Z\
(102, 'home-node2', 'F800000000000000',2,25164, 0x0d6a001a0998,3434,26, 'interval',24.56, '2020-07-26T16:58:42.450401026Z',868.3, 'LORA',18454587,2020-07-26T16:58:42.443637Z\
(103, 'home-node2', 'F800000000000000',2,25165, 0x0d6a001a099f,3434,26, 'interval',24.63, '2020-07-26T16:59:51.699329433Z',867.9, 'LORA',87702380,2020-07-26T16:59:51.690972Z\
(104, 'home-node2', 'F800000000000000',2,25167, 0x0d700019099f,3440,25, 'interval',24.63, '2020-07-26T17:02:10.188717338Z',868.3, 'LORA',226195515,2020-07-26T17:02:10.176324Z\
(105, 'home-node2', 'F800000000000000',2,25168, 0x0d7000180998,3440,24, 'interval',24.56, '2020-07-26T17:03:19.429571637Z',867.7, 'LORA',295442284,2020-07-26T17:03:19.423094Z\
(106, 'home-node2', 'F800000000000000',2,25169, 0x0d6a00190998,3434,25, 'interval',24.56, '2020-07-26T17:04:28.693414859Z',868.1, 'LORA',364689051,2020-07-26T17:04:28.673504Z\
(107, 'home-node2', 'F800000000000000',2,25170, 0x0d7000180998,3440,24, 'interval',24.56, '2020-07-26T17:05:37.922857746Z',867.5, 'LORA',433935444,2020-07-26T17:05:37.916042Z\
(108, 'home-node2', 'F800000000000000',2,25171, 0x0d7000180998,3440,24, 'interval',24.56, '2020-07-26T17:06:47.176239694Z',867.1, 'LORA',503183419,2020-07-26T17:06:47.167302Z\
(109, 'home-node2', 'F800000000000000',2,25172, 0x0d700018099f,3440,24, 'interval',24.63, '2020-07-26T17:07:56.424136337Z',867.7, 'LORA',572432956,2020-07-26T17:07:56.414757Z\
(110, 'home-node2', 'F800000000000000',2,25173, 0x0d7000190998,3440,25, 'interval',24.56, '2020-07-26T17:09:05.674936284Z',867.3, 'LORA',641683235,2020-07-26T17:09:05.66663Z\
(111, 'home-node2', 'F800000000000000',2,25174, 0x0d70001b0998,3440,27, 'interval',24.56, '2020-07-26T17:10:14.924207429Z',867.1, 'LORA',710930379,2020-07-26T17:10:14.916988Z\
(112, 'home-node2', 'F800000000000000',2,25175, 0x0d70001d0998,3440,29, 'interval',24.56, '2020-07-26T17:11:24.174604576Z',867.1, 'LORA',780176563,2020-07-26T17:11:24.161967Z\
(113, 'home-node2', 'F800000000000000',2,25176, 0x0d70001f0992,3440,31, 'interval',24.5, '2020-07-26T17:12:33.416984813Z',867.3, 'LORA',849423787,2020-07-26T17:12:33.409862Z\
(114, 'home-node2', 'F800000000000000',2,25177, 0x0d6a00200998,3434,32, 'interval',24.56, '2020-07-26T17:13:42.663341055Z',867.9, 'LORA',918669652,2020-07-26T17:13:42.656067Z\
(115, 'home-node2', 'F800000000000000',2,25178, 0x0d7000220998,3440,34, 'interval',24.56, '2020-07-26T17:14:51.908893296Z',867.5, 'LORA',987916068,2020-07-26T17:14:51.902502Z\
(116, 'home-node2', 'F800000000000000',2,25179, 0x0d6a00250998,3434,37, 'interval',24.56, '2020-07-26T17:16:01.158077441Z',868.5, 'LORA',1057161875,2020-07-26T17:16:01.149875Z\
(117, 'home-node2', 'F800000000000000',2,25180, 0x0d6a00260992,3434,38, 'interval',24.5, '2020-07-26T17:17:10.409047888Z',867.1, 'LORA',1126407939,2020-07-26T17:17:10.390706Z\
(118, 'home-node2', 'F800000000000000',2,25181, 0x0d7000250998,3440,37, 'interval',24.56, '2020-07-26T17:18:19.651455026Z',868.3, 'LORA',1195653547,2020-07-26T17:18:19.636086Z\
(119, 'home-node2', 'F800000000000000',2,25182, 0x0d6a00250998,3434,37, 'interval',24.56, '2020-07-26T17:19:28.897930668Z',867.7, 'LORA',1264899012,2020-07-26T17:19:28.888734Z\
(120, 'home-node2', 'F800000000000000',2,25183, 0x0d6a00240998,3434,36, 'interval',24.56, '2020-07-26T17:20:38.138956004Z',868.1, 'LORA',1334145139,2020-07-26T17:20:38.132226Z\
(121, 'home-node2', 'F800000000000000',2,25184, 0x0d6a00230992,3434,35, 'interval',24.5, '2020-07-26T17:21:47.421076685Z',867.1, 'LORA',1403394155,2020-07-26T17:21:47.378877Z\
(122, 'home-node2', 'F800000000000000',2,25185, 0x0d7000210998,3440,33, 'interval',24.56, '2020-07-26T17:22:56.634250391Z',867.5, 'LORA',1472638772,2020-07-26T17:22:56.627549Z\
(123, 'home-node2', 'F800000000000000',2,25186, 0x0d6a001f0992,3434,31, 'interval',24.5, '2020-07-26T17:24:05.885263695Z',867.1, 'LORA',1541883827,2020-07-26T17:24:05.873044Z\
(124, 'home-node2', 'F800000000000000',2,25187, 0x0d70001e0998,3440,30, 'interval',24.56, '2020-07-26T17:25:15.120843041Z',868.5, 'LORA',1611130851,2020-07-26T17:25:15.113858Z\
(125, 'home-node2', 'F800000000000000',2,25188, 0x0d6a001c0992,3434,28, 'interval',24.5, '2020-07-26T17:26:24.369119101Z',867.7, 'LORA',1680376308,2020-07-26T17:26:24.361011Z\
(126, 'home-node2', 'F800000000000000',2,25189, 0x0d6a001c0992,3434,28, 'interval',24.5, '2020-07-26T17:27:33.61704086Z',867.5, 'LORA',1749623212,2020-07-26T17:27:33.609447Z\
(127, 'home-node2', 'F800000000000000',2,25190, 0x0d70001c0998,3440,28, 'interval',24.56, '2020-07-26T17:28:42.866745622Z',868.1, 'LORA',1818868971,2020-07-26T17:28:42.856503Z\
(128, 'home-node2', 'F800000000000000',2,25191, 0x0d70001b0992,3440,27, 'interval',24.5, '2020-07-26T17:29:52.106101471Z',867.5, 'LORA',1888116668,2020-07-26T17:29:52.100554Z\
(129, 'home-node2', 'F800000000000000',2,25192, 0x0d6a001c0998,3434,28, 'interval',24.56, '2020-07-26T17:31:01.357084934Z',868.1, 'LORA',1957363403,2020-07-26T17:31:01.349731Z\
(130, 'home-node2', 'F800000000000000',2,25194, 0x0d6a001c0998,3434,28, 'interval',24.56, '2020-07-26T17:33:19.851443851Z',868.5, 'LORA',2095854179,2020-07-26T17:33:19.842357Z\
(131, 'home-node2', 'F800000000000000',2,25195, 0x0d6a001c0998,3434,28, 'interval',24.56, '2020-07-26T17:34:29.102806515Z',868.1, 'LORA',2165099587,2020-07-26T17:34:29.088452Z\
(132, 'home-node2', 'F800000000000000',2,25196, 0x0d70001c0998,3440,28, 'interval',24.56, '2020-07-26T17:35:38.36499899Z',868.1, 'LORA',2234347227,2020-07-26T17:35:38.332534Z\
(133, 'home-node2', 'F800000000000000',2,25197, 0x0d6a001c0992,3434,28, 'interval',24.5, '2020-07-26T17:36:47.590677825Z',868.1, 'LORA',2303593915,2020-07-26T17:36:47.585046Z\
(134, 'home-node2', 'F800000000000000',2,25198, 0x0d70001b0998,3440,27, 'interval',24.56, '2020-07-26T17:37:56.832009377Z',868.1, 'LORA',2372840643,2020-07-26T17:37:56.825702Z\
(135, 'home-node2', 'F800000000000000',3,25199, 0x0d7000190992,3440,25, 'motion',24.5, '2020-07-26T17:38:43.316777902Z',867.1, 'LORA',2419325027,2020-07-26T17:38:43.310707Z\
(136, 'home-node2', 'F800000000000000',3,25200, 0x0d70001a0998,3440,26, 'motion',24.56, '2020-07-26T17:38:49.612836254Z',868.3, 'LORA',2425613411,2020-07-26T17:38:49.602454Z\
